Title,Artist,ConstituentID,ArtistBio,Nationality,Gender,Medium,Dimensions,CreditLine,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Height (cm),Width (cm)
"House for Rita, project, Perspective and plan",Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(Male),Ink on paper,"8 1/4 x 8 1/4"" (21 x 21 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,821,http://www.moma.org/collection/works/821,http://www.moma.org/media/W1siZiIsIjExNTY1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ee891b8df93ab8e2,20.955,20.955
"House for Rita, project, Perspective",Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(Male),Ink on paper with gouache,"3 3/4 x 8 1/4"" (9.5 x 21 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,822,http://www.moma.org/collection/works/822,http://www.moma.org/media/W1siZiIsIjExNTY5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=84b3f3e4ee903b33,59.7,42.5
"House for Rita, project, Elevation",Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(Male),Ink on paper,"4 x 11 5/8"" (10.2 x 29.5 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,823,http://www.moma.org/collection/works/823,http://www.moma.org/media/W1siZiIsIjExNTczIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=6900a5a21c55b4a6,59.7,42.5
"Labyrinth City, project, Aerial perspective and section",Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(Male),Ink with gouache on paper,"11 5/8 x 8 1/4"" (29.5 x 21 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,824,http://www.moma.org/collection/works/824,http://www.moma.org/media/W1siZiIsIjIxMTk5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=af116c8a672bc2fe,43.9,85.4
"House without Rooms, project, Aerial perspective",Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(Male),Ink on paper,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,825,http://www.moma.org/collection/works/825,http://www.moma.org/media/W1siZiIsIjIxMTk5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f39f2864bd7e6c07,43.8,85.4
House for Colin Rowe Project (Aerial axonometric view),Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(Male),Ink with gouache on paper,"11 x 8 1/4"" (27.9 x 21 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,826,http://www.moma.org/collection/works/826,http://www.moma.org/media/W1siZiIsIjExNTc5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ceb80fff1ac463bf,43.8,85.4
"Fountain House, project, Section A-A","Rodolfo Machado, Jorge Silvetti","8114, 8130","(American, born Argentina 1942) (American, born Argentina 1942)",(American) (American),(Male) (Male),"Ink, self-adhesive lettering, and graphite on frosted polymer sheet","24 x 36"" (61 x 91.4 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,827,http://www.moma.org/collection/works/827,http://www.moma.org/media/W1siZiIsIjExNTgyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=715fb879d0653833,60.9601,91.4402
"Fountain House, Generative Geometries, project, Plan","Rodolfo Machado, Jorge Silvetti","8114, 8130","(American, born Argentina 1942) (American, born Argentina 1942)",(American) (American),(Male) (Male),Ink on polymer sheet,"41 3/4 x 32 1/4"" (106 x 81.9 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,828,http://www.moma.org/collection/works/828,http://www.moma.org/media/W1siZiIsIjExNTg2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=060b5553f5cd6e94,106,81.9
"Housing, project (Elevation)",Alessandro Mendini,3925,"(Italian, born 1931)",(Italian),(Male),Printed polymer sheet with tape on lithograph,"19 7/8 x 22 1/4"" (50.5 x 56.5 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,829,http://www.moma.org/collection/works/829,http://www.moma.org/media/W1siZiIsIjExNTg5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=5df66f36b5c33198,50.4826,56.5151
"Housing, project (Elevation)",Alessandro Mendini,3925,"(Italian, born 1931)",(Italian),(Male),Printed polymer sheet with tape on lithograph,"20 x 22 1/2"" (50.8 x 57.2 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,830,http://www.moma.org/collection/works/830,http://www.moma.org/media/W1siZiIsIjExNTkyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=de90181fa4aaf2a4,50.8001,57.1501
"Take-Off, project, Perspective",Max Peintner,8115,"(Austrian, born 1937)",(Austrian),(Male),Pencil on paper,"24 1/2 x 34 5/8"" (62.2 x 87.9 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,831,http://www.moma.org/collection/works/831,http://www.moma.org/media/W1siZiIsIjExNTk1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c1a6d6c17b3c522d,49.5,71.1
"The Period of Great Contaminations: Housing Unit for Two People, project, Axonometric section",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(Male),"Goache, watercolor, and graphite with scoring on paper","39 1/4 x 26 3/4"" (99.7 x 67.9 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,832,http://www.moma.org/collection/works/832,http://www.moma.org/media/W1siZiIsIjIxMjI1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f90693f9b7ecfcb7,99.7,67.9
"The Period of Great Contaminations: Housing Unit for Two People, project",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(Male),"Gouache, watercolor and graphite on paper","39 3/8 x 26 3/4"" (100 x 67.9 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,833,http://www.moma.org/collection/works/833,http://www.moma.org/media/W1siZiIsIjExNjAwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=819d39e690b8f059,100.0127,67.9451
"Church of Solitude Project, New York, New York, Transverse section",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(Male),"Watercolor, colored ink, and pencil on paper","59 1/4 x 59"" (150.5 x 149.9 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,834,http://www.moma.org/collection/works/834,http://www.moma.org/media/W1siZiIsIjIxMjI1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=45ff3b3bd100bedb,158.8,158.8
"Church of Solitude Project, New York, New York, Plan",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(Male),"Watercolor, ink and colored ink, gouache and graphite on paper","42 1/2 x 58 5/8"" (108 x 148.9 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,835,http://www.moma.org/collection/works/835,http://www.moma.org/media/W1siZiIsIjYyNjc5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a5006e7da899d540,155.6,114.6
"Church of Solitude Project, New York, New York, Longitudinal section",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(Male),"Watercolor, ink, colored ink, gouache, and graphite on paper","42 1/4 x 58 5/8"" (107.3 x 148.9 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,836,http://www.moma.org/collection/works/836,http://www.moma.org/media/W1siZiIsIjExNjA1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a36bd0b7d68125ad,114.6,155
"Observatory Project, Perspective",Walter Pichler,4612,"(Austrian, 1936‰Û_012)",(Austrian),(Male),Graphite on illustration board,"24 1/2 x 34 1/2"" (62.2 x 87.6 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,837,http://www.moma.org/collection/works/837,http://www.moma.org/media/W1siZiIsIjExNjA3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=cd4a3869ad974b77,79.7,103.5
"Pillars under the Shed Project, Aerial perspective",Walter Pichler,4612,"(Austrian, 1936‰Û_012)",(Austrian),(Male),"Ink, colored ink, and graphite on paper","13 3/8 x 19 1/4"" (34 x 48.9 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,838,http://www.moma.org/collection/works/838,http://www.moma.org/media/W1siZiIsIjExNjA5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=823a462bcf0ab4ed,34,48.9
"Two Rooms Project, Perspective and plan",Walter Pichler,4612,"(Austrian, 1936‰Û_012)",(Austrian),(Male),"Ink, graphite, and color pencil on paper","19 1/8 x 27"" (48.6 x 68.6 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,839,http://www.moma.org/collection/works/839,http://www.moma.org/media/W1siZiIsIjExNjE1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c3ef87e6f01536fa,48.5776,68.5801
"Fun Palace for Joan Littlewood Project, Stratford East, London, England (Perspective)",Cedric Price,7986,"(British, 1934‰Û_003)",(British),(Male),"Felt-tipped pen, ink, graphite, crayon and ink stamp on tracing paper with tape","6 1/2 x 15 7/8"" (16.5 x 40.3 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,842,http://www.moma.org/collection/works/842,http://www.moma.org/media/W1siZiIsIjExNjI1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=77a02e86365071e0,28.6,51.4
"Fun Palace for Joan Littlewood Project, Stratford East, London, England (Perspective)",Cedric Price,7986,"(British, 1934‰Û_003)",(British),(Male),"Ink, crayon, and graphite on gelatin silver print, with self-adhesive paper dot","13 1/2 x 26 1/2"" (34.3 x 67.3 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,845,http://www.moma.org/collection/works/845,http://www.moma.org/media/W1siZiIsIjExNjM1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=0aab483790003cf1,34.2901,67.3101
"Fun Palace for Joan Littlewood Project, Stratford East, London, England (Storyboard for film and sketches)",Cedric Price,7986,"(British, 1934‰Û_003)",(British),(Male),"Felt-tipped pen, graphite, crayon, and ink stamps on diazotype","15 x 27 1/2"" (38.1 x 69.9 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,846,http://www.moma.org/collection/works/846,http://www.moma.org/media/W1siZiIsIjExNjM3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f9910b60e5eec791,38.1001,69.8501
"Potteries Thinkbelt Project, Staffordshire, England (Perspective of Mobile Teaching Machines",Cedric Price,7986,"(British, 1934‰Û_003)",(British),(Male),"Self-adhesive printed polymer sheets with ink and graphite on tracing paper, with self-adhesive paper dots","12 1/4 x 11"" (31.1 x 27.9 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,848,http://www.moma.org/collection/works/848,http://www.moma.org/media/W1siZiIsIjExNjQwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=5fabacd059df757d,45.4,42.2
,,,,,,,,,,,,,,,,,
"[cover design for the October, 1966 issue of the journal Architectural Design])",,,,,,,,,,,,,,,,,
"Potteries Thinkbelt Project, Staffordshire, England (Perspective of Madeley Transfer Area)",Cedric Price,7986,"(British, 1934‰Û_003)",(British),(Male),"Ink and white ink on selectively abraded gelatin silver print, mounted on board with self-adhesive paper dot","7 1/4 x 14 3/8"" (18.4 x 36.5 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,849,http://www.moma.org/collection/works/849,http://www.moma.org/media/W1siZiIsIjExNjQyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ce9985abc2bc67be,18.415,36.5126
"Potteries Thinkbelt Project, Staffordshire, England (Perspective of Battery, Sprawl, and Capsule Housing, Hanley Site)",Cedric Price,7986,"(British, 1934‰Û_003)",(British),(Male),"Ink and crayon on selectively abraded gelatin silver prints, mounted on board","6 3/8 x 16 7/8"" (16.2 x 42.9 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,850,http://www.moma.org/collection/works/850,http://www.moma.org/media/W1siZiIsIjExNjQ0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=bf74510012a1ed14,16.1925,42.8626
"Potteries Thinkbelt Project, Staffordshire, England (Perspective of Pitts Hill, North Transfer Area)",Cedric Price,7986,"(British, 1934‰Û_003)",(British),(Male),"Ink, color pencil, and graphite on tracing paper, with self-adhesive paper dot","8 3/4 x 17 1/2"" (22.2 x 44.5 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,851,http://www.moma.org/collection/works/851,http://www.moma.org/media/W1siZiIsIjExNjQ4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=5011034352fc378d,22.225,44.4501
"Potteries Thinkbelt Project, Staffordshire, England (Axonometric of Madeley Transfer Area)",Cedric Price,7986,"(British, 1934‰Û_003)",(British),(Male),Ink and ink stamp on tracing paper,"24 x 34"" (61 x 86.4 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,852,http://www.moma.org/collection/works/852,http://www.moma.org/media/W1siZiIsIjExNjUwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=8b1440ca72defbdb,76.8,101.6
"Potteries Thinkbelt Project, Staffordshire, England (Sketches of Pitts Hill, Early Transfer Area)",Cedric Price,7986,"(British, 1934‰Û_003)",(British),(Male),"Ink, color ink, and color pencil on tracing paper","19 5/8 x 29 7/8"" (49.8 x 75.9 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,853,http://www.moma.org/collection/works/853,http://www.moma.org/media/W1siZiIsIjExNjUzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=e85782217439a232,66.7,92.7
"Potteries Thinkbelt Project, Staffordshire, England (Plan of Desire Lines-Physical and Mental Exchange)",Cedric Price,7986,"(British, 1934‰Û_003)",(British),(Male),Ink and ink stamp on diazotype,"23 3/4 x 33 1/8"" (60.3 x 84.1 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,854,http://www.moma.org/collection/works/854,http://www.moma.org/media/W1siZiIsIjExNjU1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d45acbcfc2b54ca8,60.3251,84.1377
"Perspective of Battery, Crate, and Capsule Housing, Longton Site",Cedric Price,7986,"(British, 1934‰Û_003)",(British),(Male),Ink and graphite on gelatin silver print,"6 5/8 x 29 5/8"" (16.8 x 75.2 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,855,http://www.moma.org/collection/works/855,http://www.moma.org/media/W1siZiIsIjExNjYwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ddea9c252c6db839,34.9,91.8
"Potteries Thinkbelt Project, Staffordshire, England (Axonometric of Pitts Hill, Transfer Area)",Cedric Price,7986,"(British, 1934‰Û_003)",(British),(Male),Ink and graphite with ink stamp and self-adhesive paper dot,"24 5/8 x 34 1/4"" (62.5 x 87 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,856,http://www.moma.org/collection/works/856,http://www.moma.org/media/W1siZiIsIjExNjYzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=3405486ac2c7b299,76.8,101.6
"Generator Project, White Oak, Florida, Design Thoughts Used as Reminders within Office B",Cedric Price,7986,"(British, 1934‰Û_003)",(British),(Male),.a: ink and color ink on paper,"Each: 7 x 5"" (17.8 x 12.7 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,879,http://www.moma.org/collection/works/879,http://www.moma.org/media/W1siZiIsIjIxMjAwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=51b5a605127cc072,17.8,12.7
,,,,,,,,,,,,,,,,,
,,,,,,".b: ink and color ink, and crayon on paper",,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,".c: ink and color ink, crayon, and color crayon, and graphite on paper",,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,".d: ink, graphite, crayon and color crayon on paper",,,,,,,,,,,
"Cemetery of San Cataldo, Modena, Italy, Plan","Aldo Rossi, Gianni Braghieri","7661, 8131","(Italian, 1931‰Û_997) (Italian, born 1945)",(Italian) (Italian),(Male) (Male),"Ink, color ink, and graphite on tracing paper","23 1/2 x 29 3/4"" (59.7 x 75.6 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,897,http://www.moma.org/collection/works/897,http://www.moma.org/media/W1siZiIsIjExNzA0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=033cd42b21a31d49,59.6901,75.5652
,,,,,,,,,,,,,,,,,
"Cemetery of San Cataldo, Modena, Italy, Plan study","Aldo Rossi, Gianni Braghieri","7661, 8131","(Italian, 1931‰Û_997) (Italian, born 1945)",(Italian) (Italian),(Male) (Male),Color ink and graphite on tracing paper,"10 x 14 3/4"" (25.4 x 37.5 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,898,http://www.moma.org/collection/works/898,http://www.moma.org/media/W1siZiIsIjExNzA2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=fed2678fa17ac518,25.4001,37.4651
"Cemetery of San Cataldo, Modena, Italy, Plan study","Aldo Rossi, Gianni Braghieri","7661, 8131","(Italian, 1931‰Û_997) (Italian, born 1945)",(Italian) (Italian),(Male) (Male),Color ink and graphite on tracing paper,"11 x 15 3/4"" (27.9 x 40 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,899,http://www.moma.org/collection/works/899,http://www.moma.org/media/W1siZiIsIjExNzA4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=50617c09828ffc24,27.9401,40.0051
"Housing Project, Setubal, Portugal (Elevation)","Aldo Rossi, J. da Nobrega, J. Charters","7661, 8249, 8250","(Italian, 1931‰Û_997) (Italian, born 1945) (Italian, born 1945)",(Italian) (Italian) (Italian),(Male) () (),"Colored pencil, graphite, and felt-tipped pen on tracing paper","18 x 57 1/2"" (45.7 x 146.1 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,900,http://www.moma.org/collection/works/900,http://www.moma.org/media/W1siZiIsIjYxMTE4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=9801c36b2a18ea08,45.7201,146.0503
,,,,,,,,,,,,,,,,,
"Housing Project, Setubal, Portugal (Elevation)","Aldo Rossi, J. da Nobrega, J. Charters","7661, 8249, 8250","(Italian, 1931‰Û_997) (Italian, born 1945) (Italian, born 1945)",(Italian) (Italian) (Italian),(Male) () (),"Crayon, graphite, and felt-tipped pen on tracing paper","15 x 65 1/2"" (38.1 x 166.4 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,901,http://www.moma.org/collection/works/901,http://www.moma.org/media/W1siZiIsIjU5NTkzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d874ee616b5a75cd,50.8,177.2
"Cemetery of San Cataldo, Modena, Italy, Aerial perspective","Aldo Rossi, Gianni Braghieri","7661, 8131","(Italian, 1931‰Û_997) (Italian, born 1945)",(Italian) (Italian),(Male) (Male),Crayon and graphite on sepia diazotype,"24 x 49 3/4"" (61 x 126.4 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,903,http://www.moma.org/collection/works/903,http://www.moma.org/media/W1siZiIsIjExNzExIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=99776ba27abe8982,75.8827,142.6
"Cemetery of San Cataldo, Modena, Italy, Plan study","Aldo Rossi, Gianni Braghieri","7661, 8131","(Italian, 1931‰Û_997) (Italian, born 1945)",(Italian) (Italian),(Male) (Male),"Graphite, colored pencil, and dry transfer film on tracing paper","23 1/2 x 29 3/4"" (59.7 x 75.6 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,907,http://www.moma.org/collection/works/907,http://www.moma.org/media/W1siZiIsIjExNzE0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=52922a79d9ce14c5,70.5,113.7
"Lower Manhattan Expressway Project, New York, New York (Perspective to the East)",Paul Rudolph,5076,"(American, 1918‰Û_997)",(American),(Male),Ink and graphite on paper,"40 x 33 1/2"" (101.6 x 85.1 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,909,http://www.moma.org/collection/works/909,http://www.moma.org/media/W1siZiIsIjExNzE1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=06dfca1a6ea0f989,101.6,85.1
"Elements of the Vertical City, project, Rome, Italy, Axonometric of base",Friedrich St. Florian,5580,"(American, born Austria 1932)",(American),(Male),"Ink, graphite, and gouache on board","36 x 28"" (91.4 x 71.1 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,911,http://www.moma.org/collection/works/911,http://www.moma.org/media/W1siZiIsIjU5NTQxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=75e228fcc3e5ab1f,91.4,71.1
"Elements of the Vertical City, project, Rome, Italy",Friedrich St. Florian,5580,"(American, born Austria 1932)",(American),(Male),Graphite and ink on cardboard,"Each: 36 x 28"" (91.4 x 71.1 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,N,912,,,91.4,71.1
"Elements of the Vertical City, project, Rome, Italy, Axonometric of torso",Friedrich St. Florian,5580,"(American, born Austria 1932)",(American),(Male),"Ink, graphite, and gouache on board","36 x 28"" (91.4 x 71.1 cm)",Gift of The Howard Gilman Foundation,Architecture,Architecture & Design,10/31/00,Y,913,http://www.moma.org/collection/works/913,http://www.moma.org/media/W1siZiIsIjU5NTQzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=32ac08949b3baafa,91.4,71.1
