"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy","Partner Economy Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2006","","","","47"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2008","","","","70"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2007","","","","69"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2009","","","","63"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2017","","","","85.43"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2010","","","","101"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2011","","","","75"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2013","","","","71"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2012","","","","66.72"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2015","","","","66.123"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2014","","","","89.906"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2016","","","","83.265"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","299.213"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","58"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2012","","","","31.312"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2011","","","","3"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","4"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2009","","","","10"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2006","","","","125"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2005","","","","55"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2007","","","","41"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2008","","","","59"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","43.445"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","2.674"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","72.86"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2011","","","","1086"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2010","","","","1321"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2012","","","","1183.326"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2008","","","","830"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2009","","","","647"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2007","","","","861"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2006","","","","909"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2014","","","","1810.469"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2015","","","","2003.206"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2013","","","","1161"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2016","","","","2208.521"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2005","","","","720"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2017","","","","2080.967"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","392","Japan","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","335.323"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","392","Japan","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","331.273"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","392","Japan","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","342.225"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","032","Argentina","392","Japan","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","341.569"
